,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.00,0.25,3.00,7.75,25.25,42.75,63.25
torb,0.00,0.25,2.01,5.01,15.29,36.84,51.38,65.16
sift,0.00,0.00,0.76,4.30,16.96,35.70,54.68,72.15
tsift,0.00,0.26,2.30,9.46,21.23,56.52,76.73,84.40
spoint,0.25,0.25,3.25,6.50,17.25,27.50,36.50,43.00
tspoint,0.00,0.00,1.00,3.50,11.00,26.25,35.75,44.50
sphorb,0.00,0.00,2.26,6.77,18.05,37.34,49.12,64.16
