,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.40,5.01,13.03,26.25,52.51,70.14,84.17
torb,0.40,1.40,7.62,22.65,37.88,58.72,71.54,81.76
sift,0.60,1.20,4.61,14.23,29.86,57.52,71.74,84.57
tsift,0.00,0.80,6.21,22.04,43.09,69.14,81.76,89.78
spoint,0.00,0.80,3.20,10.80,21.20,39.20,51.80,58.80
tspoint,0.00,0.20,1.80,6.80,19.20,34.80,42.80,48.80
sphorb,0.80,2.00,5.81,21.84,47.09,68.74,80.76,89.78
