,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.00,0.00,2.50,8.00,26.50,42.50,62.50
torb,0.25,0.50,1.75,5.51,15.04,37.59,51.63,65.41
sift,0.00,0.51,1.52,5.32,16.71,37.97,55.19,72.15
tsift,0.00,0.51,2.56,11.25,25.32,56.27,76.98,84.40
spoint,0.25,0.25,2.50,10.50,21.75,33.75,40.50,47.00
tspoint,0.00,0.00,1.75,6.50,16.75,33.75,42.75,49.00
sphorb,0.00,0.75,2.26,7.27,19.55,37.59,50.63,64.16
