,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.25,4.25,10.75,27.50,55.25,71.75,85.00
torb,0.50,2.76,15.04,31.08,55.14,81.70,90.48,94.49
sift,0.00,1.01,4.56,18.99,40.25,68.10,81.52,91.90
tsift,0.00,1.02,11.76,34.78,66.50,90.03,94.63,97.19
spoint,0.75,5.75,26.50,44.00,57.50,69.25,73.25,77.50
tspoint,1.50,4.00,20.75,45.75,67.25,79.00,85.50,87.00
sphorb,0.00,2.01,14.54,36.34,64.91,88.97,94.49,96.74
