,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.40,4.61,13.43,25.85,51.30,70.34,83.97
torb,0.40,1.20,7.62,22.24,36.87,58.32,71.94,81.76
sift,0.40,0.80,4.81,13.63,29.26,57.52,71.34,84.37
tsift,0.00,1.00,5.21,22.24,42.08,69.14,82.16,89.98
spoint,0.00,0.60,3.40,9.40,20.40,36.80,50.20,58.20
tspoint,0.00,0.00,1.40,6.20,18.00,34.60,42.20,48.00
sphorb,0.60,2.00,5.41,22.04,46.49,68.74,80.16,89.78
