,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,1.40,4.81,11.42,25.45,45.89,61.12,77.15
torb,0.60,1.80,8.02,20.04,37.47,54.71,68.94,77.15
sift,0.20,0.60,3.81,10.02,22.44,44.49,60.52,71.54
tsift,0.00,1.40,4.61,17.23,37.07,63.73,77.56,85.37
spoint,0.20,1.00,3.00,8.40,18.80,33.60,46.60,53.40
tspoint,0.00,0.20,1.40,5.20,16.00,32.20,40.60,47.00
sphorb,0.60,0.80,6.61,19.04,38.08,63.13,76.35,87.37
