,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.40,1.20,6.61,18.44,35.07,53.11,72.55,88.38
torb,0.20,3.01,15.43,29.86,43.09,61.52,73.15,87.17
sift,0.00,1.40,9.02,17.23,32.87,52.91,68.94,83.57
tsift,0.20,2.40,11.02,27.86,47.70,70.14,80.76,91.58
spoint,0.20,0.60,7.40,15.40,27.60,41.80,50.60,63.60
tspoint,0.20,0.80,4.40,15.20,27.20,37.40,43.60,53.20
sphorb,0.40,1.60,16.23,31.66,48.50,70.34,82.36,91.98
