,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.50,3.00,11.00,24.50,55.75,72.75,86.00
torb,0.00,1.50,9.77,24.31,51.63,80.20,89.22,94.74
sift,0.00,0.00,2.78,14.43,36.96,68.61,82.28,92.91
tsift,0.00,0.26,9.46,30.69,64.19,89.51,94.63,96.42
spoint,0.00,2.00,13.75,28.00,43.75,60.75,68.75,75.25
tspoint,0.00,0.50,10.00,27.75,48.50,72.00,81.00,85.00
sphorb,0.00,0.75,9.77,30.33,62.16,87.47,94.99,96.99
