,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.25,1.75,7.25,16.00,25.50,45.00,62.50,82.75
torb,3.00,8.75,23.00,36.25,56.25,76.25,87.75,92.50
sift,0.76,3.54,12.63,23.74,39.90,64.65,79.04,89.65
tsift,0.77,4.60,27.11,50.38,67.52,86.70,93.35,97.44
spoint,1.26,7.79,32.16,46.98,56.78,66.83,70.60,75.38
tspoint,0.50,6.52,27.82,56.89,72.18,81.20,85.71,86.72
sphorb,0.25,3.50,29.50,53.50,74.00,89.25,95.25,96.50
