,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.20,1.40,4.41,11.82,26.25,46.49,61.52,77.56
torb,0.80,1.60,8.02,20.64,37.27,54.91,68.94,77.96
sift,0.20,0.80,4.01,10.82,23.25,44.69,60.32,71.54
tsift,0.00,1.20,5.01,17.64,37.68,64.93,77.76,85.77
spoint,0.20,1.40,3.00,9.20,19.80,35.00,47.20,54.40
tspoint,0.00,0.20,1.00,6.00,16.40,33.00,40.00,47.80
sphorb,0.60,0.80,6.61,19.04,38.68,63.33,76.75,87.78
