,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.25,2.75,10.00,19.25,34.00,58.50,72.75,85.25
torb,2.76,13.03,29.32,44.61,63.91,82.96,90.48,94.49
sift,0.51,2.78,14.18,30.89,50.89,70.63,82.78,91.90
tsift,1.28,6.39,33.50,56.52,75.45,91.56,94.37,97.95
spoint,1.25,6.75,32.00,47.75,60.00,69.50,74.00,78.25
tspoint,0.25,6.75,27.00,53.25,70.75,80.25,85.75,87.50
sphorb,1.00,5.76,29.57,56.64,76.19,91.98,95.24,96.74
