,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.00,2.00,7.25,16.75,42.75,65.00,84.75
torb,0.25,0.75,7.00,17.00,40.00,71.50,86.00,92.50
sift,0.00,0.25,2.27,11.11,27.27,56.06,80.05,89.90
tsift,0.26,0.77,6.91,24.55,50.38,82.35,93.61,97.70
spoint,0.00,2.00,12.25,25.75,40.25,57.50,65.25,74.50
tspoint,0.00,0.50,9.50,28.25,48.00,71.25,80.75,85.00
sphorb,0.25,1.25,9.00,26.50,53.25,84.50,94.50,96.25
