,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,1.20,4.41,16.63,29.46,41.28,56.31,67.54,79.56
torb,2.81,8.22,23.05,38.88,50.70,62.53,70.94,79.36
sift,1.40,3.01,13.43,23.65,35.67,51.50,63.53,70.94
tsift,1.00,4.61,18.24,40.68,58.52,73.35,82.16,87.58
spoint,0.80,3.20,8.20,19.20,33.00,45.40,52.20,57.60
tspoint,0.20,0.60,4.64,15.52,28.23,43.95,48.59,52.02
sphorb,0.80,5.01,14.83,36.87,58.92,74.15,79.96,89.98
