,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,1.40,11.22,33.87,44.09,53.31,65.53,78.96,89.78
torb,8.02,19.04,38.68,51.70,59.72,70.14,78.56,88.78
sift,1.80,9.22,27.86,39.28,47.90,61.92,72.55,84.17
tsift,1.80,10.02,42.48,55.51,65.93,77.35,85.97,92.79
spoint,0.20,4.20,22.20,31.20,39.80,49.20,56.80,67.60
tspoint,0.40,2.62,16.73,28.83,37.10,45.56,48.99,55.44
sphorb,1.20,8.22,42.69,57.52,67.54,78.36,85.37,94.39
