,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.40,3.01,16.63,30.06,46.29,63.33,77.56,88.98
torb,2.00,9.42,25.85,41.48,54.31,68.14,78.36,87.98
sift,0.40,2.61,14.63,26.85,43.29,61.32,73.95,84.57
tsift,0.20,3.01,18.04,40.48,57.11,77.15,85.97,92.38
spoint,0.00,1.60,13.20,27.80,37.60,48.60,57.00,66.80
tspoint,0.20,0.60,8.47,24.40,36.09,45.77,49.60,56.05
sphorb,0.40,3.81,25.25,42.08,56.91,77.15,85.17,93.99
