,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.00,0.50,1.75,6.25,19.75,37.00,53.75
torb,0.00,0.25,1.00,4.00,10.25,30.75,46.75,63.00
sift,0.00,0.00,1.01,4.29,9.34,28.03,45.71,62.63
tsift,0.77,1.02,2.81,9.21,22.25,53.20,70.33,81.07
spoint,0.25,0.25,3.25,6.75,17.00,27.50,34.50,40.75
tspoint,0.00,0.25,1.00,5.00,13.50,30.00,39.75,48.50
sphorb,0.00,0.25,1.50,7.25,18.00,42.50,55.75,66.25
