,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.00,2.00,6.75,17.00,41.75,64.00,84.25
torb,0.25,0.75,7.00,16.25,39.75,71.50,85.75,92.25
sift,0.00,0.25,2.02,10.10,26.52,56.06,79.80,90.40
tsift,0.00,1.02,6.65,24.81,50.38,82.35,93.61,97.70
spoint,0.00,1.75,11.75,25.00,39.25,57.25,65.75,73.75
tspoint,0.00,0.25,8.75,26.75,46.75,69.75,79.75,84.00
sphorb,0.25,1.25,9.25,24.75,52.00,83.75,95.00,96.25
