,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,1.80,8.22,31.86,50.10,63.13,74.75,84.97,92.99
torb,6.81,21.84,43.09,56.91,65.73,75.55,82.57,89.98
sift,2.61,12.22,34.47,50.10,60.12,72.95,81.56,89.78
tsift,1.40,11.02,48.90,63.73,73.15,83.17,89.78,95.19
spoint,0.40,3.40,21.00,33.00,44.00,54.60,60.20,67.20
tspoint,0.60,2.80,16.80,29.40,38.60,47.00,50.40,56.20
sphorb,0.80,8.82,49.30,62.93,71.74,80.36,89.18,95.59
