,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,1.00,4.01,16.03,31.46,45.29,61.72,74.95,86.17
torb,3.61,8.02,25.25,40.48,52.71,68.14,76.15,84.17
sift,1.40,4.01,17.84,32.87,45.29,62.32,73.75,84.57
tsift,0.80,5.01,23.05,47.90,65.33,78.36,85.97,90.98
spoint,1.20,3.00,8.40,22.00,35.40,49.40,57.00,62.00
tspoint,0.40,0.80,5.40,18.00,29.60,45.00,49.60,54.60
sphorb,1.20,4.01,17.23,41.48,64.33,75.75,83.57,90.78
