,0.10,0.20,0.50,1.00,2.00,5.00,10.00,20.00
orb,0.00,0.00,1.25,1.75,6.25,20.75,37.75,54.75
torb,0.00,0.00,1.00,5.75,11.75,30.25,48.50,64.00
sift,0.00,0.51,1.77,5.05,11.87,30.81,48.74,65.15
tsift,0.26,0.26,2.81,10.49,26.09,55.75,72.12,81.33
spoint,0.25,0.25,2.26,10.05,21.61,34.67,41.46,46.98
tspoint,0.25,0.50,2.01,8.27,20.55,38.10,47.37,53.38
sphorb,0.25,0.25,1.25,6.75,22.25,43.00,56.50,67.50
